drug_name,gene_name
"[125I][TYR3,THR8]OCTREOTIDE",FASLG
"[PHAA1,D-TYR(ET)2,VAL4,LYS6,TYR-NH28,DES-GLY9]AVP",AQP9
ETARACIZUMAB,ITGB1
DICHLOFLUANID,AR
MELPHALAN,NR1H4
MELENGESTROL ACETATE,AR
"[TBAA1,D-TYR(ET)2,VAL4,LYS6,ARG-NH28,DES-GLY9]AVP",AQP9
MITOXANTRONE,BAX
ADAVOSERTIB,SYK
CHEMBL:CHEMBL365617,RPS6KA3
YM 471,AQP9
AR-20.5,MUC1
OCLACITINIB,EPHB2
FENBENDAZOLE,GLP1R
VINFLUNINE,TUBB3
"[PHAA1,D-TYR2,VAL4,ARG6,ARG-NH29]AVP",AR
ISOPROTERENOL,HSPA4
"[PHAA1,D-TYR(ET)2,VAL4,LYS6,TYR-NH28,DES-GLY9]AVP",AR
DEFOSLIMOD,TLR2
DERAZANTINIB,FGFR4
YM 471,AR
5-CT,CYP1A2
CHEMBL:CHEMBL51697,NFKB1
GRANISETRON,CYP2D6
TOLAZAMIDE,KCNJ10
VANDETANIB,ERBB2
CHEMBL:CHEMBL85194,CYP3A4
CYCLOSPORINE,MBP
SORAFENIB,MAPK1
OLANZAPINE,PRKAA2
BIFENAZATE,PPARD
ARACHIDONIC ACID,ALDH1A1
MACROLIDE ANTIBIOTIC,CYP3A4
RO116-9132/238,ACTB
BIM 23127,UTS2R
ENCAINIDE HYDROCHLORIDE,SCN5A
VALPROIC ACID,GRIN2B
LEFLUNOMIDE,ESR1
SUVODIRSEN,DMD
RECOMBINANT CYTOKINE,NFE2L2
FLUPIRTINE,HLA-DQB1
DOCETAXEL ANHYDROUS,SLC10A2
SONOLISIB,PIK3C2G
CHEMBL:CHEMBL482050,ATXN2
CHEMBL:CHEMBL239439,CYP2C9
PKI166,EGFR
CICLOPIROX OLAMINE,HSP90AA1
GELDANAMYCIN,HIF1A
ILORASERTIB,ALK
ISONIAZID / PYRAZINAMIDE / RIFAMPIN,NAT2
CARBETAPENTANE,CYP2D6
DIPHENYLENEIODONIUM,CYP1A2
NAVAFENTEROL,ADRB2
LAMIVUDINE,OCA2
EPLIVANSERIN,HTR2C
DOXORUBICIN HYDROCHLORIDE,SLC13A3
CHLORPROMAZINE,CYP2E1
METHYLERGONOVINE MALEATE,HTR2B
BALSALAZIDE DISODIUM,PPARG
INSULIN ZINC SUSP PURIFIED PORK,INSR
INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,INSR
PROMAZINE HYDROCHLORIDE,HTR2A
PROPOXYPHENE NAPSYLATE,OPRM1
VANDETANIB,SRC
BETAMETHASONE ACETATE,NR3C1
THEOPHYLLINE,PDE4D
DEXMEDETOMIDINE HYDROCHLORIDE,ADRA2C
FLURBIPROFEN SODIUM,PTGS1
MECLOFENAMATE SODIUM,PTGS1
MYCOPHENOLATE MOFETIL HYDROCHLORIDE,IMPDH2
TOLBUTAMIDE,KCNJ11
PHENOXYBENZAMINE HYDROCHLORIDE,ADRA2C
NICARDIPINE HYDROCHLORIDE,CACNA1C
PROTOKYLOL HYDROCHLORIDE,ADRB2
SOTALOL HYDROCHLORIDE,ADRB2
DOCOSANOL,GH1
METFORMIN HYDROCHLORIDE,NDUFA2
DROXIDOPA,ADRA1A
DROXIDOPA,ADRB2
DROXIDOPA,ADRA1D
PX-102,NR1H4
AZD-6918,NTRK1
AZD-6918,NTRK3
AZD-6918,NTRK2
BMS-387032,CDK9
NV-128,NDUFA2
ELPETRIGINE,CACNA1D
CB-189625,TRPA1
IRX-4204,RXRB
GALETERONE,CYP17A1
TELATINIB,KIT
INSM-18,ERBB2
TASELISIB,PIK3CG
TRICIRIBINE PHOSPHATE,AKT2
CP-601927,CHRNA4
ALTINICLINE,CHRNA4
COMPOUND 6 [PMID: 10395480],CYP4A11
INDIBULIN,TUBB4A
OPROZOMIB,PSMB8
OPROZOMIB,PSMA6
GILTERITINIB FUMARATE,FLT3
RIMEGEPANT SULFATE,CALCRL
ADOPRAZINE,HTR1A
MEPIRODIPINE,CACNA1C
ENAPOTAMAB VEDOTIN,TUBB3
MAGNESIUM OXYBATE,GABBR1
MIRIKIZUMAB,IL23A
B-RAF/VEGFR-2 INHIBITOR RAF265,RAF1
UK-500001,PDE4A
LACIDIPINE,CACNA1C
PI3K/MTOR KINASE INHIBITOR PF-04691502,PIK3CD
5-METHOXYTRYPTAMINE,CYP1A2
PROCHLORPERAZINE,NFE2L2
DIHYDROXIDINE,CYP2C19
CISPLATIN,DNMT1
3-HYDROXYANTHRANILIC ACID,CD28
NILE RED,NPC1
TAMATINIB,FLT1
3-METHYLCHOLANTHRENE,NFE2L2
CHRYSIN,HIF1A
BENZYL ISOTHIOCYANATE,TRPA1
ILEPCIMIDE,BRCA1
OCTYL_GALLATE,PPARD
LOVASTATIN,CYP2C9
"9,10-PHENANTHRENEQUINONE",PPARG
NITAZOXANIDE,TP53
DINITRO CRESOL,RORC
OCHRATOXIN A,PPARD
LADUVIGLUSIB,GSK3B
S(+)-APOMORPHINE,HIF1A
PIRINIXIC ACID,PPARA
VERAPAMIL,ABCB1
BECLOMETHASONE,NFE2L2
REDIOCIDE A,PRKCA
AURINTRICARBOXYLIC ACID,RUNX1
CHEMBL:CHEMBL482050,SMAD3
DICARBONODITHIOIMIDIC DIAMIDE,HSPB1
DIOXYBENZONE,HIF1A
TRIFLUPROMAZINE,CYP1A2
JNK INHIBITOR VIII,PRKD2
CHEMBL:CHEMBL547101,CYP2D6
CHEMBL:CHEMBL586937,SMAD3
2-IODOACETAMIDE,ALDH1A1
PROTOPORPHYRIN,VDR
RG-1530,SRC
CHEMBL:CHEMBL1333386,SMN2
CHEMBL:CHEMBL596839,NFE2L2
CHEMBL:CHEMBL592123,KCNH2
PIFEXOLE,CYP2C19
CHEMBL:CHEMBL1269845,HSD17B10
CHEMBL:CHEMBL522983,P4HB
CHEMBL:CHEMBL595227,ALDH1A1
CHEMBL:CHEMBL463783,WRN
DIHYDROXIDINE,HSD17B10
MECLIZINE,CYP1A2
TAMATINIB,SRC
METHOTREXATE,CYP1A2
ERLOTINIB,PRKD2
CYNAROPICRIN,RELA
TCDD,AHR
ENTRECTINIB,MAP4K4
CHRYSIN,CYP3A4
OLVANIL,TP53
HESPERADIN,ALK
NIACINAMIDE,SIRT3
EOSIN,PRMT1
CHEMBL:CHEMBL587389,NFE2L2
SNS-314,NTRK2
RG-1530,SYK
CILOSTAZOL,ALDH1A1
CARBIDOPA ANHYDROUS,HSD17B10
AMLODIPINE BESYLATE,AR
EICOSAPENTAENOIC ACID,VDR
PSEUDOEPHEDRINE,HSD17B10
"6,4'-DIMETHOXYFLAVONE",NFKB1
Z-PRO-PROLINAL,VDR
SPERMIDINE,CYP1A2
TETRACONAZOLE,AR
PALMITOYL-CARNITINE,DRD1
OCHRATOXIN A,PPARG
CHEMBL:CHEMBL260560,NFKB1
CHEMBL:CHEMBL260560,RELA
CHEMBL:CHEMBL260560,NFKB2
R-1487,CSNK1D
CHEMBL:CHEMBL324554,NPY1R
NELFINAVIR MESYLATE,AR
3-HYDROXYANTHRANILIC ACID,PDK1
BROMEBRIC ACID,AR
METHYLPREDNISOLONE ACETATE,AR
AZARIBINE,SMN1
MODAFINIL,CYP3A4
QUERCETIN,CYP3A4
PSEUDOEPHEDRINE,CYP2C19
LIDOFLAZINE,CYP2D6
SEMAXANIB,KCNH2
EPICATECHIN,GAA
FLUNISOLIDE ANHYDROUS,CYP2C19
CIMETIDINE,CYP1A2
COUMAPHOS,AR
MORUSINOL,RELA
ACETOPHENAZINE,AR
CHEMBL:CHEMBL578504,STAT3
DAZOMET,AR
CHEMBL:CHEMBL582507,NPC1
DIACETYLRHEIN,HSP90AA1
RALOXIFENE HYDROCHLORIDE,IL6R
CHEMBL:CHEMBL580727,ALOX12
AZARIBINE,AR
CHEMBL:CHEMBL530291,NFE2L2
CHEMBL:CHEMBL1472891,GLP1R
CHEMBL:CHEMBL412603,SMN2
CHEMBL:CHEMBL581872,SMAD3
CHEMBL:CHEMBL171699,S1PR4
CHOLECALCIFEROL,NFE2L2
ADAVOSERTIB,MAP4K5
ILORASERTIB,MAP2K2
SB 204741,CYP2C19
DICHLOROPHEN,NFE2L2
CHEMBL:CHEMBL333177,HSPB1
CHLORMETHIAZOLE,CYP2D6
CHEMBL:CHEMBL592600,HSP90AA1
PENTABROMOPHENOL,FASN
CHEMBL:CHEMBL585686,KCNH2
CHEMBL:CHEMBL576412,ALDH1A1
ELLAGIC ACID,USP2
PIPERIDOLATE,CYP2D6
CHEMBL:CHEMBL1606,PPARD
LINOLENIC ACID,HSD17B10
CHEMBL:CHEMBL1574420,BRCA1
CILOSTAZOL,CYP1A2
BENZO[B]FLUORANTHENE,HIF1A
CHEMBL:CHEMBL586937,ATXN2
CHEMBL:CHEMBL210411,NR3C1
OXIDOPAMINE,THRB
2MESATP,DRD1
PROSULTIAMINE,VDR
CHEMBL:CHEMBL528694,NFKB1
CHEMBL:CHEMBL1390650,NPC1
CHEMBL:CHEMBL471005,CYP2C19
SCRIPTAID,HDAC3
CINOBUFOTALIN,SMAD3
PROCHLORPERAZINE,CYP2C9
CHEMBL:CHEMBL1420181,BRCA1
CHEMBL:CHEMBL1255944,VDR
TESMILIFENE,CYP2C9
IPCONAZOLE,PPARD
CLOMIPRAMINE,DRD1
TAMOXIFEN,CYP2C9
PICEATANNOL,ARSA
PROTOPORPHYRIN,HSD17B10
MUNDULONE ACETATE,MAPK1
CHEMBL:CHEMBL581677,SMAD3
PENTACHLOROPHENOL,RORC
DORAMAPIMOD,NTRK3
TAMATINIB,IRAK1
CHEMBL:CHEMBL583578,SMN1
PROTOPORPHYRIN,THRB
CHEMBL:CHEMBL421215,CYP2C9
2'-HYDROXYCHALCONE,ABCB1
CILOSTAZOL,CYP2D6
DIMETHYLADENINE,RPS6KA3
POMIFERIN,SMAD3
SB 222200,ALDH1A1
LOXAPINE SUCCINATE,KCNH2
CHEMBL:CHEMBL2028068,KCNH2
CHEMBL:CHEMBL73380,NFE2L2
DEQUALINIUM,MTOR
SKF-38393,GFER
COPPER CHLORIDE,JUN
2-MERCAPTOBENZOTHIAZOLE,VDR
MG-132,ALDH1A1
1-NITROPYRENE,NFE2L2
DORAMAPIMOD,MAPK9
AZATHIOPRINE,TPMT
DARIFENACIN,CYP2D6
ERIBULIN MESYLATE,ERBB2
GELDANAMYCIN,FCGR3A
TEGAFUR-URACIL,FGF2
FULVESTRANT,FGF2
INDOMETHACIN,FGF2
CYCLOSPORINE,GABPA
TRIAMCINOLONE,G6PD
PROTOPORPHYRIN,G6PD
ANTHRACYCLINE ANTINEOPLASTIC ANTIBIOTIC,GATA4
PROTEIN SYNTHESIS INHIBITOR,GAPDH
COLCHICINE,GFAP
DICLOFENAC SODIUM,GGT1
METHIMAZOLE,GFAP
TRETINOIN,HAS3
THALIDOMIDE,HGF
PREDNISOLONE,HMGB1
DOCETAXEL ANHYDROUS,HRAS
DIMETHYL SULFOXIDE,HRAS
BORTEZOMIB,HSPA4
DIAZOOXONORLEUCINE,HSPA4
VINCRISTINE,HSPB2
EDRECOLOMAB,IFNG
PROTEIN SYNTHESIS INHIBITOR,IGFBP1
RABEPRAZOLE,IL10
BACILLUS CALMETTE-GUERIN ANTIGEN,IL15
METHIMAZOLE,CXCL8
HYDROQUINONE,CXCL8
MIFEPRISTONE,LIF
PAREGORIC,LPAR2
ANTISENSE OLIGONUCLEOTIDES,LIF
PREDNISOLONE,RPS19
ISOPROTERENOL,LIPE
TRIAMCINOLONE,LPL
RECOMBINANT INTERLEUKIN,LPL
DOXYCYCLINE ANHYDROUS,MAPK8
TRETINOIN,MDK
INTERFERON BETA,MMP1
TRIAMCINOLONE,MMP1
INTERLEUKIN-11,MPO
DOCETAXEL ANHYDROUS,MUC16
TOPOTECAN HYDROCHLORIDE,MUC16
TRETINOIN,NOS1
HISTONE DEACETYLASE INHIBITOR,NR4A1
COLCHICINE,NTF3
RECOMBINANT CYTOKINE,NTRK1
ANTINEOPLASTIC AGENT,NTRK1
APAZIQUONE,NTRK1
OCTREOTIDE ACETATE,PIK3CB
RALOXIFENE HYDROCHLORIDE,PLAT
BETAMETHASONE,PTGER4
ANHYDROUS TACROLIMUS,LEP
HYDROCHLOROTHIAZIDE,HMGCS2
OLANZAPINE,AHR
AMODIAQUINE,G6PD
TIOTROPIUM,CYP2D6
CALCIUM,VDR
VALPROIC ACID,SH2B1
BREXPIPRAZOLE,CYP3A4
VANDETANIB,CYP3A4
ROPIVACAINE,CYP3A4
FLUVASTATIN,CYP3A4
TERFENADINE,CYP3A4
SIBUTRAMINE,GNB3
CARBASALATE CALCIUM,G6PD
TROGLITAZONE,GSTT1
DOLUTEGRAVIR SODIUM,CYP3A5
SORAFENIB,MAPK14
RASAGILINE,COMT
SORAFENIB,CYP2C8
SORAFENIB,MAPK9
SORAFENIB,MAPK3
HYDROMORPHONE HYDROCHLORIDE,CYP2B6
ISONIAZID,CYP2B6
HYDROCHLOROTHIAZIDE,AGTR1
CASIMERSEN,DMD
EFAVIRENZ,HLA-DRB1
PROPYLTHIOURACIL,HLA-DRB1
FLUPIRTINE,HLA-DRB1
GLYBURIDE,NOS1AP
ERIBULIN MESYLATE,ESR1
LENVATINIB,FLT4
ILOPROST,PPARA
OPAGANIB,SPHK1
BARDOXOLONE,NFKB1
BROMOCRIPTINE,DRD3
BROMOCRIPTINE,DRD2
HEPARIN,F2
GLYCOPYRRONIUM,ADRB2
RESMINOSTAT,HDAC3
ARCHEXIN,AKT2
TALAMPANEL,GRIA4
HE3286,NR3C1
MONOCLONAL ANTIBODY 11D10 ANTI-IDIOTYPE VACCINE,MFGE8
WX-554,MAP2K6
ANTI-THYMOCYTE GLOBULIN,CD86
ANTI-THYMOCYTE GLOBULIN,ITGB3
ANTI-THYMOCYTE GLOBULIN,CD4
BUSPIRONE,DRD2
BUTORPHANOL,OPRM1
DESIPRAMINE,HRH1
CEDIRANIB,BRCA2
VITAMIN K3,NQO1
VITAMIN K3,VKORC1
VITAMIN K3,F2
MITOMYCIN,TP53
RICOLINOSTAT,HDAC9
MRS3558,ADORA3
INTERFERON ALFA-N3,IFNA2
HUMAN INTERLEUKIN-2,IL2
AAV1-FS344,MSTN
FISOGATINIB,FGF19
FLUDROCORTISONE,AR
HESPERETIN,DGAT1
PICLAMILAST,PDE4A
ALK/C-MET INHIBITOR TQ-B3139,ALK
RAUWOLFIA SERPENTINA (USP),SLC18A2
BENDAMUSTINE,ATM
MM-093,AFP
CHLORDIAZEPOXIDE,TSPO
DIAZOXIDE,CALCA
RIBOCICLIB SUCCINATE,CDK6
ARC FUSION PROTEIN SL-279252,CD274
ANTI-PD-L1/CD137 BISPECIFIC ANTIBODY MCLA-145,CD274
TRANSFERRIN RECEPTOR-TARGETED ANTI-RRM2 SIRNA CALAA-01,TF
MAZAPERTINE SUCCINATE,DRD2
MAZAPERTINE SUCCINATE,HTR1A
APL-501,CD274
EVEROLIMUS,CDKN2A
SUCRALFATE,FGF2
DIAPLASININ,SERPINE1
PYRIDOXAMINE,AGER
COMPOUND 4G [PMID: 22220592],ABCA1
DU172,ABAT
ISTRADEFYLLINE,ABAT
SAKURANETIN,ABCA1
"COMPOUND 6LI [CHAN ET AL., 2022]",AXL
NIHP,ABO
NEBIVOLOL HYDROCHLORIDE,ACAA1
12S-HETE,AMH
COMPOUND 3 [PMID: 25408830],GCLM
CA2+,ACP5
DINOPROSTONE,RND3
C7683,HOXD8
AM2201,CNR2
SCH.336,CNR2
BMS-202,CNR2
GASTRIN-14,CCKBR
LISURIDE,ALDH1A1
ETICLOPRIDE,ALDH1A1
CHLORPROMAZINE,ALDH1A1
LISURIDE,ALDH2
HALOPERIDOL DECANOATE,ALDH2
ABIVERTINIB,DXO
CANERTINIB,DXO
COMPOUND 38 [PMID: 24915291],ERBB4
ENDOTHELIN-1,ALDH1B1
ENDOTHELIN-2,ALDH1B1
AMBRISENTAN,ALDH1B1
EDONENTAN ANHYDROUS,ALDH1B1
PZ-II-029,ARRB2
WFW-ISN-NH2,ALOX15
PF-05190457,ALOX15
DUBERMATINIB,FLT3
[3H]AMPA,ASS1
ENTOSPLETINIB,FLT3
S-ALLYLGLYCINE,GAD2
RGB-286638,SLC29A1
"3,5-DIHYDROXYBENZOIC ACID",ANXA11
COMPOUND 3 [PMID: 21310611],ADH1C
(S)-N-OLEOYLTYROSINOL,ADH1C
AS1535907,ADH1C
1-OLEOYL GLYCEROL,ADH1C
JWH015,ADCY3
CID2745687,ADAM10
AR305352,ADRA2A
L-NNA,NOS2
CTOP,APOF
PENTAZOCINE,APOF
COMPOUND 111 [PMID: 37918435],CFB
HEXAMETHONIUM,ZFHX3
CP-601927,ZFHX3
[125I]&ALPHA;-BUNGAROTOXIN,SERPINC1
ELEDOISIN,AQP3
"[125I]SP (HUMAN, MOUSE, RAT)",AQP3
YM49598,AQP4
GR100679,AQP4
"[125I]L703,606",AQP3
JMV2004,ANXA6
GEFAPIXANT,ATP1A4
NF778,ATP12A
2-THIOUTP,APC
TRANS-CINNAMOYL-LIGRLO [N-[3H]PROPIONYL]-NH2,APOE
(DES 1-8) A-CHAIN INSL3 ANALOGUE,APPL1
PROPRANOLOL HYDROCHLORIDE,CD40LG
CGP 23996,FAS
NC 4-28B,FAS
GA-KE88,FASLG
FIMEPINOSTAT,FLT3
BASROPARIB,HLA-DMA
CAPECITABINE,GCGR
LOXORIBINE,SARDH
CARBOCYCLIC THROMBOXANE A2,APOC4
S-5751,APOC4
I-BOP,APOC4
MB-28767,APOC4
TAZEMETOSTAT,FLT3
SG-094,ARHGAP4
IPATASERTIB,FLT3
PIOGLITAZONE HYDROCHLORIDE,ATP4A
E6201,HRAS
GENTAMICIN,TRPV5
GSK-BZ DERIVATIVE 2B,TRPV4
COMPOUND 38 [PMID: 24915291],FGR
COMPOUND 1A [PMID: 18573659],UTS2R
TETRABENAZINE,CDH13
D[CHA4]AVP,AR
"D(CH2)5[TYR(ME)2,THR4,PHE(3I,4N3)-NH29]OVT",ABCC6
DAVP,ABCC6
VNA932,ABCC6
"D(CH2)5[TYR(ET)2,VAL4,DES-GLY9]AVP",ABCC6
D[LEU4]AVP,ABCC6
RELCOVAPTAN,ABCC6
OICR-9429,NPBWR1
CARBOPLATIN,BRCA2
ERLOTINIB,PIK3CA
CELECOXIB,PIK3CA
ERLOTINIB,FGFR4
VINORELBINE,APC
CAPECITABINE,ATM
VANDETANIB,ATM
IPILIMUMAB,B2M
TASELISIB,PIK3R3
ETHOPROPAZINE HYDROCHLORIDE,ALOX12
MAPROTILINE HYDROCHLORIDE,AR
PYROGALLOL,ALOX15
PICEATANNOL,THRB
LISINOPRIL ANHYDROUS,MMP3
SAGE-718,GRIN2B
OLAPARIB,GNAI2
SAPPANONE A TRIMETHYL ETHER,VDR
OLANZAPINE,CCKBR
A(9-26)INSL3,APPL1
PHENOXYBENZAMINE HYDROCHLORIDE,ADRA2B
MADOLIN T,MAPK1
AC-98170,APOE
LINPERLISIB,F7
BAY-985,FCGR3A
"[PHAA1,D-TYR(ET)2,LYS6,DES-GLY9]AVP",AQP9
METHYLSAMIDORPHAN,OPRM1
RS-17053,TP53
(S)-FELODIPINE,CYP2C9
BMS-820132,GCK
NSC212069,TRPV4
ACETYLSALICYLIC ACID/DIPYRIDAMOLE,COX8A
PEGINTERFERON ALFA-2B,DHODH
ILORASERTIB,DRD1
AMODIAQUINE,CYP1A1
PROPRANOLOL HYDROCHLORIDE,CYP2D6
SNS-314,CHEK2
2-IODOACETAMIDE,CYP3A4
AMINOPURVALANOL A,CYP3A4
BMS753,BCHE
ROCK INHIBITOR 3,CTRB1
FADRACICLIB,CCNE1
AZD8835,PIK3CA
PRAZOSIN,MAPK8
CENICRIVIROC MESYLATE,CCR5
FLUFENAMIC ACID,CAPN5
SEMAPIMOD,GRIN2B
INAVOLISIB,F5
DARIFENACIN,CHRM2
ERLOTINIB,ERBB2
CHEMBL:CHEMBL1601846,RUNX1
SOBLIDOTIN,TNF
CONTELTINIB,PTK2B
AZATHIOPRINE,HBB
CHEMBL:CHEMBL122355,VDR
ANTISENSE OLIGONUCLEOTIDES,E2F1
CHEMBL:CHEMBL1401091,ALDH1A1
DOCETAXEL ANHYDROUS,CYP1A1
TASELISIB,PIK3R1
WYE-354,ETFB
VIOMYCIN SULFATE,RPSA
MOXONIDINE,ADRA2C
LENVATINIB,NRAS
OLAPARIB,NRAS
DEXAMETHASONE,CYP2D6
MONOAMINE OXIDASE INHIBITOR,DRD3
AMG28,EYA1
MK-8353,NRAS
FF-10101,NRAS
BENZYL ISOTHIOCYANATE,TRPV1
LORATADINE,KCNA5
MIRDAMETINIB,PIK3CA
ANTIOXIDANT,PLAU
DOXEPIN HYDROCHLORIDE,CRHR1
GSK2334470,PIK3CA
BREXANOLONE,ARNT
D[CHA4]AVP,AQP9
BELANTAMAB MAFODOTIN-BLMF,ECE1
ILORASERTIB,DPYD
AZD-8186,PTEN
CHEMBL:CHEMBL68534,CYP1A2
4F-MT-45,APOF
ULIXERTINIB,HRAS
THIRAM,ALDH1A1
HISTONE DEACETYLASE INHIBITOR,CXCL8
VERAPAMIL,CACNB3
CORTICOTROPIN-RELEASING FACTOR,ALB
MIRDAMETINIB,STK11
MRS1093,ABCA1
REACTIVE BLUE-2,AIRE
NITRENDIPINE,ABCB1
HESPERADIN,NTRK2
CI-1040,STK11
OLESOXIME,VDAC1
OLAPARIB,TET2
SELICICLIB,TP53
GLUFOSFAMIDE,SLC2A1
SAMURACICLIB,EIF4EBP2
SELINEXOR,TP53
TRETINOIN,IL1R1
COMPOUND 25AP [PMID: 37796543],GAS1
SGI-1776,PIM1
AMIFAMPRIDINE PHOSPHATE,KCNA10
SANGUINARIUM,PPARD
DOXYCYCLINE ANHYDROUS,MMP1
CHEMBL:CHEMBL1493528,MAPK1
VCE-004.3,CNR2
DOCOSANOL,PAEP
PLAZOMICIN SULFATE,RPSA
FENPYROXYMATE,NFE2L2
NITRENDIPINE,KCNH2
PERINDOPRIL,AGTR1
BENSERAZIDE,CSH2
DIGOXIN,STAT3
PD-98059,SMN1
GILTERITINIB FUMARATE,AXL
CEP-11981,DRD2
DANAZOL,CYP2J2
MEPERIDINE HYDROCHLORIDE,CYP2B6
GLATIRAMER,CLEC16A
GF109203X,CYP1A2
AVOTERMIN,TGFB3
PIM KINASE INHIBITOR LGH447,JAK2
COLCHICINE,CYP3A4
YSFKPMPLAR,ACACA
ETHOPROPAZINE HYDROCHLORIDE,ALOX15
OXALIPLATIN,IGF2BP2
MITOGEN-ACTIVATED PROTEIN KINASE INHIBITOR,FOS
TQB3804,DXO
AZATHIOPRINE,CYP3A4
EFLORNITHINE,ARG2
SERIBANTUMAB,EGFR
DIETHYLSTILBESTROL,BDKRB2
RO19-4603,ARNT
LY2140023,GRM2
SLC-0111,GAPDH
CDK INHIBITOR 4.35,CDK4
MESORIDAZINE,HTR2C
BRUCINE,AR
CHEMBL:CHEMBL260342,NPC1
CHEMBL:CHEMBL8483,RELA
DELAVIRDINE,ABCG2
PREGNENOLONE-16&ALPHA;-CARBONITRILE,NFE2L2
PENTACHLOROPHENOL,VDR
A-1331852,PIK3CA
ZIDOVUDINE,CXCL10
PROPANTHELINE,AANAT
FLUTICASONE,CD14
GALINPEPIMUT-S,WT1
SEVOFLURANE,MTRR
PYRITHIONE ZINC,KCNH2
SKF-38393,KCNH2
N-OLEOYLETHANOLAMIDE,ADH1C
ILORASERTIB,MARK2
PENTABROMOPHENOL,NR1H4
JNJ-26483327,EGFR
BERZOSERTIB,EEF1B2P2
BEVACIZUMAB-AWWB,KIT
FULRANUMAB,NGFR
3-METHOXYCATECHOL,TP53
AG1478,EGFR
PD173074,SRC
CHEMBL:CHEMBL1997335,DAPK3
BUTHIONINE SULFOXIMINE,NOS1
CHEMBL:CHEMBL578878,GNAS
GLUTAMINE,IGF2
DIAZIQUONE,CSF2
LENVATINIB,ABCG2
DEHYDRATED ALCOHOL,FUT2
ECF506,EPHX2
CHEMBL:CHEMBL604321,GLP1R
KARANJIN,CYP2C9
PROTOPORPHYRIN DISODIUM,ATM
OPROZOMIB,PSMD7
AMRUBICIN,TOP2A
RCI-0879,UTS2R
AG1478,NFKB1
"3,5-DICAFFEOYLQUINIC ACID",APP
SGI-1027,DNMT1
ISOQUINOLINE 17 [PMID: 30122040],KEAP1
TAXOL C,ABCB1
BECLOMETHASONE,AR
ANTIBIOTIC,HRAS
CHEMBL:CHEMBL1317986,HIF1A
SCRIPTAID,HDAC2
BROMOXYNIL,RXRA
TRIFLUOPERAZINE,GLP1R
CHEMBL:CHEMBL107513,GPR35
CHEMBL:CHEMBL324053,HDAC4
CHEMBL:CHEMBL538965,CYP3A4
THALIDOMIDE,NFKB1
AL-37350A,HTR2C
DEQUALINIUM,CYP2D6
TOFACITINIB,EPHB2
FIBRIN SEALANT,NRG1
CCX-354,CCR1
NVP-CLR457,F7
TYRPHOSTIN 25,VDR
LEVOPROPOXYPHENE NAPSYLATE ANHYDROUS,CYP2D6
HESPERADIN,STK33
VALPROIC ACID,HLA-C
RECOMBINANT RANTES,PLAU
TRETINOIN,NR4A1
SULFINPYRAZONE,ALDH1A1
CARBAMAZEPINE,TNFRSF1B
VILAZODONE HYDROCHLORIDE,HTR2A
COMPOUND 18E [PMID: 31670517],EPHB1
SATRALIZUMAB,AQP4
HESPERADIN,INSR
RITUXIMAB,MET
SYK INHIBITOR III,VDR
DOXYLAMINE SUCCINATE,HRH1
GNF362,CSN2
REGORAFENIB,PTEN
CHEMBL:CHEMBL1315166,KCNH2
COHUMULONE,BMPR2
GEMCITABINE,PIK3CA
CHEMBL:CHEMBL1317986,CYP2C19
ZAPA,HSD17B10
FLUMETHASONE PIVALATE,NFE2L2
DAUNORUBICIN LIPOSOMAL,ABCA1
TELENZEPINE,CYP2C19
ARTEMETHER,CYP2B6
CHEMBL:CHEMBL74852,ATM
COMPOUND 9 [PMID: 23472952],ABCC2
HDAC INHIBITOR REC-2282,KMT2D
OCHRATOXIN A,NFKB1
METFORMIN,PTEN
RECOMBINANT INTERLEUKIN-8,GYPA
SENAPARIB,PARP1
IXABEPILONE,TUBB4B
SERABELISIB,F5
CHEMBL:CHEMBL1339206,GFER
SUNITINIB,DPT
MITOGLITAZONE,PPARG
PINDOLOL,ABO
ANTISENSE OLIGONUCLEOTIDES,MAT1A
RG-1530,ACVR1
CHEMBL:CHEMBL423081,AR
ERIBULIN MESYLATE,PGR
METFORMIN,STK11
BELIZATINIB,EPHX2
LAPATINIB,HLA-DRB1
GUANABENZ ACETATE,ADRA2B
AG-13958,KDR
CIRAZOLINE,CYP2D6
[35S]TBPS,ARRB2
PROGESTERONE,MAPK1
CURCUMIN,NOS2
HYDROCHLOROTHIAZIDE,PRKAG2
EMETINE HYDROCHLORIDE,AR
AMIKACIN,B2M
ANTISENSE OLIGONUCLEOTIDES,HRAS
TOLTERODINE,AANAT
ANTIBIOTIC,SDHB
CHEMBL:CHEMBL1420181,SMN1
CHEMBL:CHEMBL533388,NFE2L2
HESPERADIN,FLT3
RG-7652,PCSK9
EPINEPHRINE,NFE2L2
CHOLECALCIFEROL,AR
QUINACRINE,G6PD
GABAPENTIN,CACNA1E
SX-682,CXCR1
PEGPLERANIB SODIUM,FLT1
PINDOLOL,ACAA1
DIDS,TSPO
ALITRETINOIN,CCR2
(+)-UH232,ALDH1A1
TREPROSTINIL,APOC1
RALOXIFENE HYDROCHLORIDE,PTGS2
DAZOMET,NFE2L2
FELBAMATE,CYP1A2
TRYPTAMINE,A2M
LAS38096,ABCA1
ONO-AE3-237,APOB
SUMATRIPTAN,GNB3
VENETOCLAX,PTEN
METHIMAZOLE,JUN
