drug_name,gene_name
YTTRIUM Y 90 IBRITUMOMAB TIUXETAN,MS4A1
POLO-LIKE KINASE 1 INHIBITOR GSK461364,CDKN2A
SAPANISERTIB,CDKN2A
ERYTHROMYCIN,RPSA
GABAPENTIN ENACARBIL,CACNB3
GUNAGRATINIB,FGFR1
EPINEPHRINE BITARTRATE,ADRA2C
SUNITINIB,FLT3
EPINEPHRINE BITARTRATE,ADRB3
CHLORPROMAZINE,DRD2
NEMTABRUTINIB,FLT3
IXAZOMIB CITRATE,PSMB8
FIMEPINOSTAT,HDAC5
REBASTINIB,FLT3
GMI-1359,FLT3
DS-7423,PIK3R1
SF1126,HRAS
GSK-690693,PRKCA
LY-2780301,AKT2
B-RAF/VEGFR-2 INHIBITOR RAF265,HRAS
PAXALISIB,PIK3CB
SF-1126,PIK3R3
SAR-260301,PIK3CB
RO-4987655,MAP2K2
CABOZANTINIB S-MALATE,HRAS
SAPANISERTIB,HRAS
OLAPARIB,JAK2
ALFENTANIL HYDROCHLORIDE,JAK2
TAK-632,NRAS
MEK 1/2 INHIBITOR FCN-159,NRAS
LY2881835,FFAR1
TAK-733,NRAS
LAS190792,ADRB2
EVENAMIDE,SCN5A
RG-1530,KDR
EVEROLIMUS,NRAS
PILARALISIB,PIK3R3
E6201,NRAS
IPATASERTIB,PIK3CA
TG100-801,FLT1
ODELEPRAN,OPRM1
AFACIFENACIN,CHRM2
NERATINIB,PIK3CA
SPARSENTAN,EDNRA
M-2698,PIK3CA
RAFABEGRON,ADRB3
CE-224535,P2RX7
BEMCENTINIB,AXL
INDANTADOL,GRIN2B
NERISPIRDINE,SCN5A
NERISPIRDINE,KCNB1
BRIVANIB,FGFR4
RALFINAMIDE,SCN5A
MUTANT-SELECTIVE PI3K-ALPHA H1047R INHIBITOR LOXO-783,PIK3CA
VENETOCLAX,BCL2
OLAPARIB,PIK3CA
ALBINTERFERON ALFA-2B,IFNAR1
CROLIBULIN,TUBB3
FOSBRETABULIN TROMETHAMINE,TUBB4B
ROLEDUMAB,RHD
PIRPROFEN,PTGS2
PIRPROFEN,PTGS1
TERFENADINE,HRH1
ZIMELDINE HYDROCHLORIDE,HTR2A
ABX-MA1,MCAM
CLOTHIAPINE,HTR2A
ACECLOFENAC,PTGS2
PITAVASTATIN SODIUM,HMGCR
OCARATUZUMAB,MS4A1
AS-1403,MUC1
MIROCOCEPT,CR1
LOFEXIDINE HYDROCHLORIDE,ADRA2C
VASOACTIVE INTESTINAL PEPTIDE,ADRA1A
SELITRECTINIB,NTRK2
BENIDIPINE,CACNA1D
NILVADIPINE,CACNA1D
CELGOSIVIR,SI
ELRAGLUSIB,GSK3B
CILOMILAST,PDE4A
OLAPARIB,STK11
BATOPROTAFIB,PTPN11
ONO-2952,TSPO
SIROLIMUS,STK11
AURORA KINASE INHIBITOR AMG 900,TP53
BLZ945,TP53
TEBUFENPYRAD,TP53
SLX-4090,MTTP
VU0001171,BRCA1
ENFORTUMAB VEDOTIN-EJFV,TUBB4A
CARPERITIDE,NPR1
TRASTUZUMAB DUOCARMAZINE,ERBB2
GLICLAZIDE,KCNJ11
GILORALIMAB,CD40
EUPAFOLIN,WRN
MILVEXIAN,F11
EMB-01,MET
CHEMBL:CHEMBL1389794,TP53
ABACAVIR,HLA-B
NOMEGESTROL ACETATE,PGR
EMB-01,EGFR
CTS-1027,MMP2
FEXUPRAZAN,ATP4A
FINGOLIMOD LAURYL SULFATE,S1PR4
OXALIPLATIN,BCL2
PARP/TANKYRASE INHIBITOR 2X-121,BRCA1
DACTOLISIB,PIK3R1
RIMSULFURON,AHR
RO 04-6790,CYP3A4
CHEMBL:CHEMBL175266,MPI
CAMPTOTHECIN,ATXN2
PHORBOL 12-MYRISTATE 13-ACETATE,PRKCD
METYROSINE,CYP1A2
CHEMBL:CHEMBL538798,SMAD3
AZTREONAM,CYP2C19
OXATOMIDE,KCNH2
GINSENOSIDE RG3,NR1I2
CHEMBL:CHEMBL312032,CASP3
CARBENDAZIM,NFE2L2
CHEMBL:CHEMBL531710,NFE2L2
TOLONIUM CHLORIDE,ATM
ISOBONDUCELLIN,TERT
REPAGLINIDE,AR
BUTAMBEN,CYP1A2
CHEMBL:CHEMBL512908,CYP2C19
EPINEPHRINE,ADRB2
CARNITINE,SLC22A5
6-HYDROXYFLAVONE,BRCA1
AROTINOID ACID,CYP2D6
LAVENDUSTIN A,VDR
AKT INHIBITOR VIII,ACP1
CHEMBL:CHEMBL586982,NFE2L2
HEXACHLOROPHENE,AR
RILUZOLE,CYP1A2
CHEMBL:CHEMBL120806,CYP1A2
PREDNISOLONE,NFE2L2
HALOPERIDOL DECANOATE,DRD1
METHYSTICIN,CYP3A4
TANNIC ACID,KMT2A
TROVAFLOXACIN MESYLATE,PPARD
LEVOMETHADYL ACETATE HYDROCHLORIDE,OPRM1
INAMRINONE,HIF1A
PERPHENAZINE,CYP2D6
METHYLDOPA ANHYDROUS,CASP6
BREFELDIN A,NFE2L2
CGP13501,CYP3A4
ZM447439,LCK
DACTOLISIB,NFE2L2
ESCULETIN,ERAP2
DECYLUBIQUINONE,VDR
DICYCLOMINE HYDROCHLORIDE,DRD1
"8,2'-DIMETHOXYFLAVONE",HSD17B10
GO-6976,PIM1
TRIFLUOPERAZINE HYDROCHLORIDE,ATXN2
HYDROCORTISONE BUTYRATE,NFE2L2
DOCEBENONE,CYP2C19
CHEMBL:CHEMBL116548,ADRB2
CXCL9,ACTB
CHEMBL:CHEMBL56393,ALOX15
AG 9,VDR
RS 39604,CYP2D6
CHEMBL:CHEMBL530280,MAPK1
TESTOSTERONE PROPIONATE,NR3C1
CHEMBL:CHEMBL579837,GAA
CHEMBL:CHEMBL1256291,GFER
MIGLITOL,GAA
BREFELDIN A,NR0B1
CHEMBL:CHEMBL589469,ALDH1A1
PYROGALLOL RED,WRN
CHEMBL:CHEMBL1269022,CYP1A2
CHEMBL:CHEMBL328710,SMN1
GENTIAN VIOLET CATION,THRB
GO-6976,BLK
DAMGO,OPRM1
LY-2090314,PIM1
MAYTANSINOL,TUBB4B
FLUOXETINE HYDROCHLORIDE,CYP2D6
BENZO(K)FLUORANTHENE,NR1H4
PREDNISOLONE ACETATE,AR
PREGNANT MARE SERUM GONADOTROPIN,GCLM
ALPHA-TOCOPHEROL,MAPK8
DACINOSTAT,HDAC3
SULCONAZOLE NITRATE,CYP3A4
CHLORPYRAMIN HYDROCHLORIDE,FLT4
BIFENOX,AR
CHEMBL:CHEMBL145725,CYP2C19
SB 206553,NPC1
AM-630,ALDH1A1
GW7647,ESR1
VATALANIB,AR
CHEMBL:CHEMBL530149,HSD17B10
IODOQUINOL,TP53
ESTRONE,ESR1
CEFTRIAXONE,CYP2D6
PREDNICARBATE,NFE2L2
METRIBUZIN,RXRA
MEDI6012,LCAT
RIBOFLAVIN,HSD17B10
GANGLEOIDIN ACETATE,CYP3A4
FLUCONAZOLE,CYP2D6
DIMETHYL YELLOW,NFE2L2
DINALINE,AR
VORINOSTAT,TUBB4B
1-AZAKENPAULLONE,PIM1
VORINOSTAT,TUBB3
DESMEDIPHAM,NFE2L2
MERCAPTOPURINE,TP53
GO-6976,CHEK2
CHEMBL:CHEMBL1466186,GLP1R
SANGUINARINE SULFATE,VDR
DOCUSATE SODIUM,NFE2L2
DESMEDIPHAM,AHR
CHEMBL:CHEMBL271165,CYP2C19
ISONIAZID,CYP1A2
TESTOSTERONE,CYP1A2
ROTTLERIN,VDR
CHEMBL:CHEMBL429095,CYP2C9
DYDROGESTERONE,NFE2L2
CHEMBL:CHEMBL600968,SMN1
ETAZOLATE,CYP1A2
HYDROCORTISONE VALERATE,AR
FLUOXETINE HYDROCHLORIDE,DRD1
AZITHROMYCIN,CYP2C9
ATOMOXETINE HYDROCHLORIDE,JUN
SYROSINGOPINE,AR
RO19-4603,CYP2C9
CHEMBL:CHEMBL1927670,MAOA
CANDESARTAN CILEXETIL,CYP3A4
SIMVASTATIN,CYP2C9
VORICONAZOLE,CYP2B6
NICARDIPINE HYDROCHLORIDE,AR
SULINDAC,RXRA
RANOLAZINE,PLG
SILIBININ,HSD17B10
RUTIN,GAA
CHEMBL:CHEMBL533293,ABCB1
SB203580,MAPK14
CEFTRIAXONE,CYP2C9
GLABRIDIN,BRCA1
CHEMBL:CHEMBL512908,CYP2D6
BIS(DIMETHYLAMINETHIOCARBONYL)MONOSULFIDE,ALDH1A1
CHEMBL:CHEMBL2332126,TOP2A
ALISERTIB,SRC
TOLONIUM CHLORIDE,NFE2L2
CHEMBL:CHEMBL585628,ALDH1A1
CHEMBL:CHEMBL529348,KCNH2
METHYLDOPA ANHYDROUS,CYP2C19
VINORELBINE,TUBB3
RALTITREXED,SLC19A1
CHEMBL:CHEMBL1337960,CYP1A2
DIETHANOLAMINE,HSD17B10
CHEMBL:CHEMBL259421,SMN2
SANGUINARINE SULFATE,HSD17B10
CATECHIN,ALOX15
AMINOQUINURIDE,MEN1
CHEMBL:CHEMBL581225,SMAD3
DEFLAZACORT,AR
ETHACRYNIC ACID,RORC
CHEMBL:CHEMBL601547,NFE2L2
CHEMBL:CHEMBL145725,CYP3A4
NONYL 4-HYDROXYBENZOATE,AR
AST-487,KDR
CHEMBL:CHEMBL135115,AR
ALTANSERIN,CYP3A4
NORETHINDRONE,AR
GLYCITEIN,ESR1
U-0126,VDR
TRIAMCINOLONE,CYP1A2
BUTYRIC ACID,HDAC4
DIAZEPAM,ALB
MELAGATRAN,VPS35
CEFAMANDOLE SODIUM,WRN
TRIAMTERENE,HIF1A
NANAOMYCIN,WRN
R-348,SYK
CHROMOCARB,ADORA1
PHA-767491,CDK5
ACROLEIN,NFE2L2
APICIDIN,HDAC4
AMITRIPTYLINE HYDROCHLORIDE,CYP2C9
TAMOXIFEN CITRATE,KCNH2
CHEMBL:CHEMBL1256291,CYP2C9
CHEMBL:CHEMBL2094567,SNCA
17-OCTADECYNOIC ACID,CYP1A2
SIROLIMUS,AR
CHEMBL:CHEMBL1385558,HSP90AA1
CAPSAICIN,NFE2L2
RUTAECARPINE,CYP1A2
DIGITOXIN,STAT3
CLOCAPRAMINE,PPARD
CHEMBL:CHEMBL587892,KCNH2
VINBLASTINE SULFATE,JUN
CIS-RESVERATROL,HIF1A
HEXESTROL,CYP3A4
BUNAMIDINE HYDROCHLORIDE,AR
BENZOXIQUINE,AR
SPIPERONE,CYP2D6
ROPINIROLE HYDROCHLORIDE,KCNH2
TETRACYCLINE,CYP1A2
MERCAPTOPURINE,CYP3A4
ERYTHROMYCIN,CYP3A4
GRINIMIBINE,NPC1
CHEMBL:CHEMBL599924,SMAD3
EBSELEN,CYP2D6
CHEMBL:CHEMBL515505,VDR
CLOTRIMAZOLE,AVPR2
MINOPAFANT,AR
CHEMBL:CHEMBL117487,HDAC9
BROMPERIDOL,CYP2D6
DICHLORODIPHENYLDICHLOROETHYLENE,NFE2L2
SURAMIN,HSD17B10
CHEMBL:CHEMBL2062863,STAT3
CHEMBL:CHEMBL525519,KCNH2
TRIPROLIDINE HYDROCHLORIDE,KCNH2
CHLORPROMAZINE HYDROCHLORIDE,ATXN2
SPERMINE TETRAHYDROCHLORIDE,UBE2N
PHENELZINE,CYP1A2
STILONIUM IODIDE,NFE2L2
ALISERTIB,GRK5
CHEMBL:CHEMBL600694,VDR
U-0126,CYP2D6
CHEMBL:CHEMBL600342,ALDH1A1
EBSELEN,PMM2
GO-6976,RPS6KB1
"7,3'-DIMETHOXYFLAVONE",SMN2
"NITROFURANTOIN, MACROCRYSTALS",CYP3A4
PROPYLPYRAZOLETRIOL,CYP2D6
MOXISYLYTE,CYP1A2
GALLIC ACID,GAPDH
CHEMBL:CHEMBL1509103,GLP1R
GALLIC ACID,VDR
EMBELIN,TP53
GALLINAMIDE A,CTSL
CHEMBL:CHEMBL602418,CYP1A2
BUSPIRONE,NFE2L2
SECRAMINE B,CDC42
CHEMBL:CHEMBL1392244,GNAS
SURAMIN,VDR
RO 04-6790,CYP2C9
HEXACHLOROPHENE,NPY1R
XANTHOANGELOL F,ATXN2
DOCEBENONE,CYP2D6
NIHYDRAZONE,NFE2L2
GW441756X,RPS6KA3
CHEMBL:CHEMBL546493,SMAD3
METHYSTICIN,ALDH1A1
CHEMBL:CHEMBL317364,KCNH2
GR 113808,CYP1A2
AMPHOTERICIN B LIPOSOMAL,TNF
SULPIRIDE,CYP2D6
MRS1220,CYP2D6
DACTOLISIB,MAP4K2
CHEMBL:CHEMBL29197,CYP2C19
CHEMBL:CHEMBL146525,ERG
CHEMBL:CHEMBL1256291,ARSA
CHEMBL:CHEMBL529984,KCNH2
CHEMBL:CHEMBL469309,CYP2C19
CAPSAICIN,CYP3A4
CHEMBL:CHEMBL531268,SMAD3
CURCUMIN PYRAZOLE,PTGS2
GO-6976,FLT1
ORLISTAT,ABHD6
METOPROLOL,ADRB1
TIPLASININ,SERPINE1
PIRENOXINE,KMT2A
8-CYCLOPENTYLTHEOPHYLLINE,NFE2L2
PHENTOLAMINE,CYP2D6
LUPEOL,TOP2A
CHEMBL:CHEMBL595912,AR
CHEMBL:CHEMBL379975,GSK3B
HYDROCORTISONE BUTYRATE,AR
CEFTRIAXONE,CYP1A2
CEFUROXIME AXETIL,ABCC4
CHEMBL:CHEMBL512908,CYP3A4
METHYLDOPA ANHYDROUS,CYP2D6
DICYCLOMINE HYDROCHLORIDE,CYP3A4
GAVESTINEL SODIUM,ALOX15
NIMETAZEPAM,AR
PHA-767491,IRAK1
CHEMBL:CHEMBL594695,TOP2A
TOLNAFTATE,CYP1A2
CHEMBL:CHEMBL97858,ALDH1A1
PHA-767491,MAPK1
GENTIAN VIOLET CATION,APP
"7,8-DIHYDROXYFLAVONE",TP53
AZD-1080,CDK2
RILMENIDINE,CYP3A4
CHLORPROMAZINE,TP53
CHEMBL:CHEMBL91163,TERT
TACEDINALINE,HDAC1
SULINDAC,CYP3A4
CHEMBL:CHEMBL1287980,NFE2L2
EMBELIN,CYP2D6
TIOXOLONE,NFE2L2
CHEMBL:CHEMBL271023,CYP1A2
NICLOSAMIDE,SMN1
ESTRONE,AR
CHEMBL:CHEMBL1526167,SNCA
EBSELEN,CYP2C9
GO-6976,GSK3B
CHEMBL:CHEMBL530149,KCNH2
NICLOSAMIDE,HIF1A
PHYTANIC ACID,RXRA
CHEMBL:CHEMBL2063681,MAPK3
CHEMBL:CHEMBL250428,CYP2D6
PROTOAPIGENONE,ATXN2
FLURBIPROFEN,CYP2C9
OXYMETAZOLINE HYDROCHLORIDE,G6PD
DABRAFENIB,MAP2K3
ITRACONAZOLE,ABCB1
DOMPERIDONE,ABCB1
NICOTINE POLACRILEX,ABCB1
FEXOFENADINE HYDROCHLORIDE,ABCB1
NICOTINE POLACRILEX,AFP
BROXURIDINE,AFP
GAMMA-INTERFERON,AGTR1
METHYLCELLULOSE,AHR
ACE INHIBITOR,APOE
PROPOFOL,APP
EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR,BCL2
FAS LIGAND,BCL2
DRONABINOL,BDNF
TRICHOSTATIN A,BDNF
FENHEXAMID,NFE2L2
TAMOXIFEN,BGLAP
WARFARIN,BGLAP
EMODIN,BRCA1
TAMOXIFEN,BRCA1
RETINOIC ACID AGENT,CEACAM1
PACLITAXEL,CDKN1A
FREUND'S ADJUVANT,CP
TETANUS TOXOID,CR1
RECOMBINANT INTERFERON,CYP1A1
BIOFLAVONOID,CYP19A1
RECOMBINANT INTERLEUKIN-1,CYP1A2
DEXTROAMPHETAMINE SULFATE,CYP2D6
HYDROXYCHLOROQUINE,CYP2D6
TESTOSTERONE,CYP2B6
ACTH,CYP2D6
AMPHOTERICIN B LIPOSOMAL,CYP2B6
NIFEDIPINE,CYP3A4
FENRETINIDE,DDIT3
DIETHYLSTILBESTROL,DNMT1
DEHYDRATED ALCOHOL,DRD2
PACLITAXEL,EIF4EBP1
ARSENIC TRIOXIDE,EPO
LIOTHYRONINE,ENO2
ANTHRAQUINONE,ERBB2
VACCINE ADJUVANT,ERBB2
DIETHYLSTILBESTROL,ESRRG
CLOZAPINE,FASN
PACLITAXEL,FASN
SILICON PHTHALOCYANINE 4,FAS
DEMECOLCINE,GFAP
PIOGLITAZONE HYDROCHLORIDE,GFAP
METHOTREXATE,GSTM1
DROLOXIFENE,GSTP1
EXATECAN MESYLATE,GSTP1
DEHYDRATED ALCOHOL,IL1R1
DRUGSATFDA.NDA:008378,IL1B
CLOZAPINE,IL2
ITRACONAZOLE,IL2
TRICHOSTATIN A,IL2
METHYLPREDNISOLONE,IL2RA
METHYLPREDNISOLONE,IL5
INTERLEUKIN-3,IL5
ANGIOGENESIS INHIBITOR,ITGA2B
DEHYDRATED ALCOHOL,IRS1
SOYBEAN SEED OIL,LEP
TOSITUMOMAB,MAPK14
DEXRAZOXANE,MAPK8
ACETYLCYSTEINE,MT1E
SODIUM BUTYRATE,MUC16
BUTYRIC ACID,MT1IP
FENTICLOR,GLP1R
GW843682X,FLT3
SIROLIMUS,NFE2L2
RECOMBINANT PROTHYMOSIN ALPHA,NFE2L2
THEOPHYLLINE,NOS2
ANTIHYPERTENSIVE AGENT,NPY
PROPOFOL,NOS2
MONOCLONAL ANTIBODY ICR62,NRG1
CYPROTERONE ACETATE,PAEP
INDOLE-3-CARBINOL,PIK3CG
FRAMYCETIN,PIK3CG
RECOMBINANT HEREGULIN,PIK3CG
RAS INHIBITOR,PIK3CG
ASCORBIC ACID,PLA2G2A
ADRIAMYCIN,PLA2G1B
GEMFIBROZIL,SLCO1B1
MIFEPRISTONE,PLAU
TAZAROTENE,PML
DROLOXIFENE,SHBG
BUSULFAN,SHBG
ACE INHIBITOR,SLC2A4
SOYBEAN SEED OIL,SLC2A4
RECOMBINANT HEPATOCYTE GROWTH FACTOR,SLC2A4
EPIGALLOCATECHIN GALLATE,SLC2A4
TESTOSTERONE,SOAT1
HALOFUGINONE,SMAD3
DANAZOL,STS
ESTRADIOL VALERATE,TAT
EFLORNITHINE,TGM2
GEMCITABINE,TGM2
ERYTHROMYCIN,XDH
LAROTRECTINIB,NTRK2
ULINASTATIN,MMP2
IPILIMUMAB,CD274
TAS-115,MET
ATORVASTATIN CALCIUM TRIHYDRATE,LEPR
TENIVASTATIN,SLCO1B1
OSPEMIFENE,CYP2C9
RIMEGEPANT,CYP2C9
BRIVARACETAM,CYP2C9
BOC-ATE,AQP2
RAVULIZUMAB,CHRNA4
SERTRALINE HYDROCHLORIDE,HTR1A
GIVOSIRAN,HMBS
TOZASERTIB,ACVR1
LEVOMETHADONE,COMT
WAY-100135,ALOX15
PEGINTERFERON ALFA-2A,IL18
HYDROXYUREA,KLF4
TETRABENAZINE,ABCB1
DILTIAZEM HYDROCHLORIDE,ABCB1
GABAPENTIN,ABCB1
SPIRONOLACTONE,ADD1
AMITRIPTYLINE HYDROCHLORIDE,HTR1A
2-(PHENOXYMETHYL)BENZOTHIAZOLE,SMN2
CLOZAPINE,ELAVL2
CELECOXIB,PTGS1
CELECOXIB,CACNA1E
CELECOXIB,ATP2A2
COMPOUND 3 [PMID: 32636746],BDKRB2
CELECOXIB,PTGER4
CLOZAPINE,CCKBR
CLOZAPINE,PRKAB2
IMATINIB,SLCO1A2
TICLOPIDINE,HLA-B
CARVEDILOL,UGT2B7
AZACITIDINE,MTHFR
PHENYTOIN SODIUM,CYP1A1
ASPIRIN,PLCG1
FLUOROURACIL,WNT5B
DACARBAZINE,CYP1A1
INFLIXIMAB-DYYB,NFATC2
FLUOROURACIL,RALBP1
CLOZAPINE,HLA-DPB1
ASPIRIN,HLA-DPB1
RISDIPLAM,SMN1
CLOZAPINE,MC4R
PHENYTOIN SODIUM,UGT2B15
FLUOROURACIL,CYP2C19
GABAPENTIN,CYP2C19
TOLBUTAMIDE,CYP2C19
"IBUPROFEN, SODIUM SALT",NOS1
DABIGATRAN,APOB
RIBAVIRIN,CASP1
LAMOTRIGINE,HLA-C
ABIRATERONE ACETATE,SRD5A2
ONDANSETRON HYDROCHLORIDE,UGT1A1
OXYPHENCYCLIMINE,CHRM2
USTEKINUMAB,IL1B
NEVIRAPINE,NAT2
BUPRENORPHINE,SLC6A4
BUPRENORPHINE,ARRB2
NILOTINIB,GSTP1
ASPIRIN,NOS3
PAREGORIC,UGT1A7
"IBUPROFEN, SODIUM SALT",UGT2B7
PANOBINOSTAT,HDAC4
MOTESANIB,KIT
ALFIMEPRASE,FGB
CAPLACIZUMAB-YHDP,VWF
ANTI-CD3 MONOCLONAL ANTIBODY,CD3E
APC-100,AR
MACIMORELIN,GHRL
AR-42,HDAC5
PLACULUMAB,TNF
BELAGENPUMATUCEL-L,TGFB2
CGS8216,ARRB2
OCTREOTIDE ACETATE,SSTR2
DEVIMISTAT,PDK1
EFATUTAZONE DIHYDROCHLORIDE,PPARG
EW-A-401,VEGFA
FIPAMEZOLE,ADRA2C
FLUOCINONIDE,NR3C1
KETOPROFEN,PTGS1
M0002,AVPR2
PRAMIPEXOLE,DRD2
TAFASITAMAB,TNFRSF8
HSP90 INHIBITOR LAM-003A,HSP90AA1
MUPARFOSTAT,FLT1
NORELGESTROMIN,ESR1
INTERFERON ALFA-2B,IFNAR1
PONEZUMAB,APP
TABERMINOGENE VADENOVEC,FLT1
PRAMLINTIDE,RAMP2
TELMISARTAN,AGTR1
TORCETRAPIB,CETP
V24343,CNR1
VEGLIN,VEGFA
VB-201,PTGS1
DESOGESTREL,ESR1
MEPHOBARBITAL,GRIA2
MILRINONE,PDE4A
MOLINDONE,DRD2
PACRITINIB CITRATE,FLT3
NORGESTREL,ESR1
THIETHYLPERAZINE,CHRM3
TIAGABINE HYDROCHLORIDE,ABAT
ZOXAMIDE,AR
CHEMBL:CHEMBL585591,ATXN2
COLCHICINE,ABCB1
LOVASTATIN,PIK3CB
HEXOBARBITAL,CHRNA4
TIVOZANIB HYDROCHLORIDE,KIT
METARAMINOL,ADRA1A
CHEMBL:CHEMBL126804,CYP3A4
METHOTRIMEPRAZINE,CHRM3
METHOTRIMEPRAZINE,CHRM2
ORPHENADRINE,HRH1
GEMTUZUMAB OZOGAMICIN,CYP2E1
SULINDAC,PTGS1
ZANDELISIB,PIK3CD
LIXUMISTAT ACETATE,PRKAA2
CHEMBL:CHEMBL579725,ADRB2
ANTI-TIM3 MONOCLONAL ANTIBODY LY3321367,HAVCR2
CHEMBL:CHEMBL546797,NTRK1
MK-8353,EPHB2
LISAVANBULIN,TUB
FENTICLOR,NFE2L2
BIMEKIZUMAB,IL17F
L 755507,CYP3A4
GSK2831781,LAG3
BIMEKIZUMAB,IL17A
COTADUTIDE,GCG
(+)-JQ1,DNER
CHELERYTHRINE,ATXN2
CLANFENUR,GLP1R
SITAGLIPTIN,GPR119
AGT-182,INSR
RECOMBINANT HUMAN KALLIKREIN-1,INSR
RANIRESTAT,AKR1B1
SAR-113945,IKBKB
FEZAKINUMAB,IL22
TETRADECANOYLPHORBOL ACETATE,NFE2L2
SAPRISARTAN,AGTR1
LMB-2,IL2RA
DENBUFYLLINE,PDE4D
ALBUSOMATROPIN,GH1
NEUROKININ A,AQP5
OCAPERIDONE,DRD2
PRAZIQUANTEL,HPGDS
IGMESINE,SERPINA1
MIBEFRADIL,MTOR
CYCLOSPORINE,PPP3CA
PF-562271,GSK3B
ZOTAROLIMUS,MTOR
HSP90 INHIBITOR BIIB021,HSP90AA1
MALATHION,ACHE
RECOMBINANT FIBROBLAST GROWTH FACTOR 2,IL11
TASPOGLUTIDE,GLP1R
NELIVAPTAN,AVPR2
MK-2461,FGFR1
CAPTOPRIL,SST
MK-0354,HCAR2
264W94,SLC10A2
LADOSTIGIL,ACHE
SOTAGLIFLOZIN,SLC5A1
CYP17/CYP11B2 INHIBITOR LAE001,CYP17A1
LINERIXIBAT,SLC10A2
THIOPENTAL,FAAH
BETIFISOLIMAB,CD274
FLUFENAMIC ACID,PTGS2
MEDETOMIDINE,ADRA1A
MEDETOMIDINE,ADRA2C
APREMILAST,CDK6
CH 275,FAS
PROSAVIN,GCH1
PF-06291874,GCGR
AUTOLOGOUS CD30CAR-CD28-CD3ZETA-EXPRESSING T-LYMPHOCYTES,TNFRSF8
AUTOLOGOUS NKG2D CAR-CD3ZETA-DAP10-EXPRESSING T-LYMPHOCYTES CYAD-01,KLRK1
ALEFACEPT,CD58
LUTETIUM LU 177 DOTATATE,SSTR4
FELZARTAMAB,CD38
EPLIVANSERIN FUMARATE,HTR2C
PEGAPAMODUTIDE,GLP1R
DOXORUBICIN-MAGNETIC TARGETED CARRIER COMPLEX,TOP2A
SLV-334,ECE1
FASINUMAB,NGF
ETIPREDNOL DICLOACETATE,NR3C1
TREBANANIB,TNFRSF4
FIMEPINOSTAT,PIK3CG
ACRIVASTINE,HRH1
ARSENIC TRIOXIDE,IKBKB
AMPIROXICAM,COX8A
CONIVAPTAN,AVPR2
COSYNTROPIN,MC2R
DOPAMINE,DRD2
NICERGOLINE,ADRA2A
PHENYLEPHRINE,FGF2
TRIMAZOSIN,ADRA1D
VOLAGIDEMAB,GCGR
IVUXOLIMAB,TNFRSF4
SAR-405838,TP53
APLINDORE FUMARATE,DRD2
LUCATUMUMAB,CD40LG
SELODENOSON,ADORA1
LYSERGOL,A2M
ZIPRASIDONE,A2M
BROMOCRIPTINE,A2M
KETANSERIN,NAT2
KETANSERIN,SERPINA3
(+)-ADRENALINE,ABCA4
KETANSERIN,ABCA4
BROMOCRIPTINE,AOC1
SPIROXATRINE,AOC1
CABERGOLINE,AOC1
DPCPX,ABAT
PIRETANIDE,CD69
OBRINDATAMAB,GSTA1
TAK-020,EFNB2
[DES-ARG9]BRADYKININ,BDKRB2
INHIBITOR E4,CD27
[TYR8]BRADYKININ,BDKRB2
ACT-1014-6470,ACACB
WWGKKYRASKLGLAR,ACACA
JR14A,ACACA
MELK-TI,CYP2C8
COMPOUND 3 [PMID: 14640538],CYP27A1
AC-DEVD-CHO,CASP3
NIFEDIPINE,CACNA1D
FLUNARIZINE,ATP6V0A1
COMPOUND 1E [PMID: 27285276],CTSH
UCB35625,ACTA1
CCL7,ACTB
CCL11,ACTB
AZD3778,ACTB
AZD2098,CCR4
UROCORTIN 2,ALB
CXCL12&PHI;,ACTG1
TIBREMCICLIB,EIF4EBP1
CP-10,EIF4EBP1
TL1A,TNFRSF25
S416,DHODH
SERTINDOLE,ALDH1A1
VALEMETOSTAT,EZH2
MOBOCERTINIB,DXO
OLMUTINIB,DXO
CEDIRANIB,DRD1
LUCITANIB,DRD1
TINENGOTINIB,DRD1
CEDIRANIB,DRD3
AS604872,APOC2
AL12180,APOC2
PEXMETINIB,ENO2
FZM1,FZD4
&ALPHA;3IA,ARNT
GABOXADOL,ARNT
[3H]DIZOCILPINE,GRIN2B
NVP-AAM077,GRIN2B
G36,ALDH3B1
BRIMONIDINE,ADRA2B
NIACIN,ANXA11
SCRIPTAID,MSTN
BELINOSTAT,GAS2
MARBOSTAT-100,GAS1
TRICHOSTATIN A,GAS2
ABNORMAL CANNABIDIOL,ADCY3
AM3,FASLG
BAY-73-1449,APOC3
BARDOXOLONE,KEAP1
CEDIRANIB,DRD2
ERDAFITINIB,DRD2
MOTESANIB,DRD2
GEMCITABINE,BRCA2
TERGURIDE,HTR2B
P05,ARG1
EXAMPLE 320 [WO2018198077A2],CTSV
IBUTILIDE,CACNA1C
JNJ-28312141,EPHX2
CCT241161,EPHX2
INHIBITOR 19 [PMID: 21476495],LNPEP
RO3306,EGR4
COMPOUND 12 [PMID: 31990537],GALNT3
FARNESYL MONOPHOSPHATE,BIN1
VINTAFOLIDE,ESR1
OG-L002,GEM
CORTICOTROPIN-ZINC HYDROXIDE,ANG
[125I]ACTH-(1-24),ANG
COSYNTROPIN,ANG
BREMELANOTIDE,ANGPT1
SETMELANOTIDE,ANK1
PG-901,ANGPT1
